Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval
210,4,7/31/14,7717,714,1,1,0,1,d,c,2920,10,1995,1,27,2011,"Jan,Apr,Jul,Oct"
956,4,10/9/14,6222,604,1,1,0,1,d,c,2920,10,1995,1,27,2011,"Jan,Apr,Jul,Oct"
889,5,5/22/15,7751,778,1,1,0,0,d,c,2920,10,1995,1,27,2011,"Jan,Apr,Jul,Oct"
1063,3,6/12/13,5379,680,1,0,0,0,d,c,2920,10,1995,1,27,2011,"Jan,Apr,Jul,Oct"
132,5,8/30/13,4239,504,1,1,0,1,a,a,2910,NA,NA,1,45,2009,"Feb,May,Aug,Nov"
873,7,2/16/14,0,0,0,0,0,0,a,a,2910,NA,NA,1,45,2009,"Feb,May,Aug,Nov"
88,4,4/4/13,3379,448,1,0,0,1,a,a,2910,NA,NA,1,45,2009,"Feb,May,Aug,Nov"
716,4,2/28/13,3444,424,1,0,0,0,a,a,2910,NA,NA,1,45,2009,"Feb,May,Aug,Nov"
469,2,7/23/13,2972,402,1,0,0,0,a,a,2910,NA,NA,1,45,2009,"Feb,May,Aug,Nov"
365,1,3/16/15,13505,1294,1,1,0,0,a,c,2900,7,1990,0,NA,NA,
577,7,2/1/15,0,0,0,0,0,0,a,c,2900,7,1990,0,NA,NA,
501,5,7/10/15,9058,1032,1,0,0,1,a,c,2900,7,1990,0,NA,NA,
409,6,11/30/13,6948,693,1,0,0,0,a,c,2900,7,1990,0,NA,NA,
549,5,8/15/14,8055,941,1,0,0,1,a,c,2900,7,1990,0,NA,NA,
158,7,4/5/15,0,0,0,0,0,0,a,c,2900,7,1990,0,NA,NA,
706,7,4/6/14,0,0,0,0,0,0,a,c,2900,7,1990,0,NA,NA,
949,3,9/25/13,9308,1087,1,1,0,0,a,a,2890,10,2003,0,NA,NA,
987,1,5/4/15,16069,1514,1,1,0,0,a,a,2890,10,2003,0,NA,NA,
949,1,8/4/14,14100,1383,1,1,0,1,a,a,2890,10,2003,0,NA,NA,
1064,5,7/18/14,9484,1005,1,1,0,1,a,a,2890,10,2003,0,NA,NA,
879,3,6/17/15,3485,373,1,1,0,0,a,c,2890,4,2014,0,NA,NA,
705,7,10/19/14,0,0,0,0,0,0,a,c,2890,4,2014,0,NA,NA,
707,1,5/4/15,5384,515,1,1,0,0,a,c,2890,4,2014,0,NA,NA,
700,2,6/30/15,8472,780,1,1,0,1,a,a,2890,12,2007,1,10,2014,"Mar,Jun,Sept,Dec"
809,5,5/1/15,0,0,0,1,a,0,a,a,2890,12,2007,1,10,2014,"Mar,Jun,Sept,Dec"
52,2,4/8/14,3942,562,1,0,0,0,a,a,2890,12,2007,1,10,2014,"Mar,Jun,Sept,Dec"
567,7,8/3/14,0,0,0,0,0,0,a,a,2890,10,2003,0,NA,NA,
993,7,3/23/14,0,0,0,0,0,0,a,c,2890,4,2014,0,NA,NA,
759,4,8/14/14,8017,939,1,0,0,1,a,a,2890,10,2003,0,NA,NA,
1040,4,9/25/14,3288,484,1,0,0,0,a,a,2890,12,2007,1,10,2014,"Mar,Jun,Sept,Dec"
850,3,1/2/13,5008,696,1,0,0,1,a,a,2890,12,2007,1,10,2014,"Mar,Jun,Sept,Dec"
527,6,8/16/14,8944,1040,1,0,0,0,a,a,2890,10,2003,0,NA,NA,
124,5,8/22/14,10562,1123,1,1,0,0,a,a,2890,10,2003,0,NA,NA,
260,7,4/26/15,0,0,0,0,0,0,a,a,2890,10,2003,0,NA,NA,
738,7,3/31/13,0,0,0,0,0,0,a,c,2880,NA,NA,0,NA,NA,
1044,3,11/27/13,4842,442,1,0,0,0,a,c,2880,NA,NA,0,NA,NA,
403,1,5/12/14,3676,411,1,0,0,0,a,c,2880,NA,NA,0,NA,NA,
769,6,7/4/15,4482,421,1,0,0,0,a,c,2880,NA,NA,0,NA,NA,
990,4,11/28/13,5697,501,1,0,0,0,a,c,2880,NA,NA,0,NA,NA,
843,3,9/10/14,4926,627,1,0,0,0,d,c,2870,NA,NA,1,35,2012,"Mar,Jun,Sept,Dec"
999,1,6/30/14,9213,914,1,1,0,0,d,c,2870,NA,NA,1,35,2012,"Mar,Jun,Sept,Dec"
908,4,3/5/15,6399,731,1,1,0,0,d,c,2870,NA,NA,1,35,2012,"Mar,Jun,Sept,Dec"
268,2,4/28/15,9891,841,1,1,0,0,c,a,2870,7,2015,1,13,2010,"Jan,Apr,Jul,Oct"
1106,1,11/18/13,10368,1021,1,1,0,0,c,a,2870,7,2015,1,13,2010,"Jan,Apr,Jul,Oct"
692,1,8/19/13,4368,590,1,0,0,1,c,a,2870,7,2015,1,13,2010,"Jan,Apr,Jul,Oct"
459,7,2/3/13,0,0,0,0,0,0,d,c,2870,9,2012,0,NA,NA,
661,7,8/18/13,0,0,0,0,0,0,d,c,2870,NA,NA,1,35,2012,"Mar,Jun,Sept,Dec"
603,5,5/30/14,9561,877,1,0,0,1,d,c,2870,9,2012,0,NA,NA,
246,7,12/22/13,0,0,0,0,0,0,d,c,2870,NA,NA,1,35,2012,"Mar,Jun,Sept,Dec"
423,1,12/23/13,15761,1455,1,0,0,1,d,c,2870,9,2012,0,NA,NA,
151,4,4/4/13,4755,635,1,0,0,1,c,a,2870,7,2015,1,13,2010,"Jan,Apr,Jul,Oct"
959,2,8/20/13,6035,649,1,0,0,0,d,c,2870,9,2012,0,NA,NA,
591,3,1/1/14,0,0,0,0,a,1,d,c,2870,9,2012,0,NA,NA,
441,3,8/20/14,6590,684,1,1,0,1,c,a,2870,7,2015,1,13,2010,"Jan,Apr,Jul,Oct"
50,2,4/9/13,12117,1101,1,1,0,0,a,a,2850,7,2014,0,NA,NA,
373,5,5/2/14,12326,1102,1,1,0,1,a,a,2850,7,2014,0,NA,NA,
707,6,4/6/13,7745,686,1,0,0,0,a,a,2850,7,2014,0,NA,NA,
1,6,10/25/14,5272,549,1,0,0,0,a,a,2850,7,2014,0,NA,NA,
511,6,1/12/13,6421,935,1,0,0,0,a,c,2840,3,2010,1,14,2011,"Jan,Apr,Jul,Oct"
441,2,12/16/14,15858,1622,1,1,0,0,a,c,2840,3,2010,1,14,2011,"Jan,Apr,Jul,Oct"
14,3,5/6/15,9018,1159,1,1,0,0,a,c,2840,3,2010,1,14,2011,"Jan,Apr,Jul,Oct"
1002,3,1/28/15,7447,957,1,1,0,0,a,c,2840,3,2010,1,14,2011,"Jan,Apr,Jul,Oct"
33,6,7/25/15,2624,254,1,0,0,0,a,c,2840,6,2007,1,14,2011,"Jan,Apr,Jul,Oct"
422,4,11/28/13,12078,1425,1,0,0,0,a,c,2840,3,2010,1,14,2011,"Jan,Apr,Jul,Oct"
12,3,6/24/15,4324,491,1,0,0,0,a,c,2840,6,2007,1,14,2011,"Jan,Apr,Jul,Oct"
739,7,2/15/15,0,0,0,0,0,0,a,c,2840,3,2010,1,14,2011,"Jan,Apr,Jul,Oct"
533,4,12/4/14,6712,582,1,1,0,0,a,c,2840,6,2007,1,14,2011,"Jan,Apr,Jul,Oct"
1093,4,10/9/14,5666,539,1,1,0,1,a,c,2840,6,2007,1,14,2011,"Jan,Apr,Jul,Oct"
575,5,5/3/13,7183,715,1,1,0,0,a,c,2840,6,2007,1,14,2011,"Jan,Apr,Jul,Oct"
1110,2,1/7/14,7528,723,1,1,0,0,a,c,2840,6,2007,1,14,2011,"Jan,Apr,Jul,Oct"
304,7,6/21/15,0,0,0,0,0,0,a,a,2820,9,2009,0,NA,NA,
68,4,4/11/13,8693,929,1,1,0,0,a,a,2820,9,2009,0,NA,NA,
888,2,12/16/14,13739,1278,1,1,0,0,a,a,2820,9,2009,0,NA,NA,
743,2,2/26/13,6933,802,1,0,0,0,a,a,2820,9,2009,0,NA,NA,
705,3,4/22/15,6058,541,1,0,0,0,d,a,2810,NA,NA,1,10,2014,"Jan,Apr,Jul,Oct"
170,5,5/24/13,6174,780,1,0,0,0,d,c,2780,6,2015,0,NA,NA,
703,4,9/12/13,8481,944,1,1,0,0,d,c,2780,6,2015,0,NA,NA,
642,2,12/30/14,9995,950,1,0,0,1,d,c,2780,6,2015,0,NA,NA,
322,4,8/29/13,6282,473,1,1,0,1,d,c,2770,3,2008,1,40,2014,"Jan,Apr,Jul,Oct"
142,5,2/22/13,6091,391,1,1,0,0,d,c,2770,3,2008,1,40,2014,"Jan,Apr,Jul,Oct"
311,4,3/14/13,4485,332,1,0,0,0,d,c,2770,3,2008,1,40,2014,"Jan,Apr,Jul,Oct"
850,3,7/29/15,9826,736,1,1,0,1,d,c,2770,NA,NA,0,NA,NA,
584,6,11/9/13,8844,791,1,0,0,0,d,c,2770,6,2008,1,22,2011,"Jan,Apr,Jul,Oct"
270,6,12/28/13,9455,819,1,0,0,0,d,c,2770,6,2008,1,22,2011,"Jan,Apr,Jul,Oct"
395,5,4/26/13,6887,536,1,1,0,0,d,c,2770,3,2008,1,40,2014,"Jan,Apr,Jul,Oct"
358,1,2/24/14,6885,598,1,0,0,0,d,c,2770,6,2008,1,22,2011,"Jan,Apr,Jul,Oct"
725,4,1/2/14,6218,605,1,0,0,1,d,c,2740,7,2014,1,13,2010,"Jan,Apr,Jul,Oct"
88,4,3/21/13,9470,740,1,1,0,0,d,c,2740,7,2014,1,13,2010,"Jan,Apr,Jul,Oct"
333,5,5/15/15,8673,771,1,0,0,0,d,c,2740,7,2014,1,13,2010,"Jan,Apr,Jul,Oct"
913,3,6/5/13,8862,712,1,1,0,0,d,c,2740,7,2014,1,13,2010,"Jan,Apr,Jul,Oct"
321,4,9/26/13,7187,727,1,1,0,0,c,a,2740,5,2009,1,40,2014,"Jan,Apr,Jul,Oct"
1024,1,11/4/13,14153,1024,1,1,0,0,d,c,2740,7,2014,1,13,2010,"Jan,Apr,Jul,Oct"
874,6,7/27/13,2433,257,1,0,0,0,a,a,2720,9,2012,0,NA,NA,
199,1,3/3/14,11684,1258,1,1,0,0,a,a,2720,9,2012,0,NA,NA,
33,2,1/29/13,5108,678,1,0,0,0,a,a,2720,9,2012,0,NA,NA,
656,1,2/25/13,2731,275,1,0,0,0,a,a,2710,NA,NA,0,NA,NA,
586,7,1/27/13,0,0,0,0,0,0,a,a,2710,NA,NA,0,NA,NA,
311,4,1/10/13,5243,475,1,1,0,0,d,a,2710,7,2006,0,NA,NA,
301,4,4/24/14,5473,547,1,0,0,1,a,a,2710,7,2001,1,22,2012,"Mar,Jun,Sept,Dec"
295,4,7/11/13,3450,367,1,0,0,0,d,a,2710,7,2006,0,NA,NA,
936,1,4/15/13,4988,583,1,0,0,0,a,a,2710,7,2001,1,22,2012,"Mar,Jun,Sept,Dec"
244,7,2/23/14,0,0,0,0,0,0,d,a,2710,7,2006,0,NA,NA,
559,1,6/16/14,9049,730,1,1,0,0,d,a,2710,7,2006,0,NA,NA,
869,6,7/19/14,3465,367,1,0,0,0,d,a,2710,7,2006,0,NA,NA,
405,3,6/5/13,6653,634,1,1,0,0,a,a,2710,7,2001,1,22,2012,"Mar,Jun,Sept,Dec"
336,5,8/8/14,3551,330,1,1,0,1,a,a,2710,NA,NA,0,NA,NA,
988,5,6/27/14,5759,587,1,0,0,0,a,a,2710,7,2001,1,22,2012,"Mar,Jun,Sept,Dec"
1003,6,12/7/13,5374,514,1,0,0,0,a,a,2710,7,2001,1,22,2012,"Mar,Jun,Sept,Dec"
169,5,10/17/14,4715,530,1,0,0,0,c,c,2700,NA,NA,1,9,2011,"Mar,Jun,Sept,Dec"
681,1,1/12/15,12543,1063,1,1,0,0,a,c,2700,NA,NA,0,NA,NA,
217,6,10/12/13,6908,714,1,0,0,0,c,c,2700,NA,NA,1,9,2011,"Mar,Jun,Sept,Dec"
336,7,2/10/13,0,0,0,0,0,0,a,c,2700,NA,NA,0,NA,NA,
208,4,9/12/13,6986,656,1,1,0,0,c,c,2700,NA,NA,1,9,2011,"Mar,Jun,Sept,Dec"
214,1,1/7/13,11042,976,1,1,0,0,a,c,2700,NA,NA,0,NA,NA,
643,6,7/5/14,7752,792,1,0,0,0,c,c,2700,NA,NA,1,9,2011,"Mar,Jun,Sept,Dec"
378,2,4/1/14,11731,1137,1,1,0,0,a,a,2640,NA,NA,0,NA,NA,
753,1,4/13/15,10919,807,1,1,0,0,d,c,2640,NA,NA,0,NA,NA,
232,5,2/8/13,10487,1230,1,1,0,0,c,c,2640,4,2011,1,22,2012,"Mar,Jun,Sept,Dec"
965,1,10/28/13,5849,861,1,0,0,1,a,a,2640,12,2005,1,31,2013,"Feb,May,Aug,Nov"
411,4,4/18/13,6078,580,1,0,0,0,d,c,2640,NA,NA,0,NA,NA,
129,2,7/30/13,10807,1020,1,1,0,1,a,a,2640,NA,NA,0,NA,NA,
529,4,8/28/14,6737,876,1,0,0,0,a,a,2640,12,2005,1,31,2013,"Feb,May,Aug,Nov"
956,3,6/24/15,7436,931,1,0,0,0,c,c,2640,4,2011,1,22,2012,"Mar,Jun,Sept,Dec"
189,2,7/15/14,5936,539,1,1,0,1,d,c,2640,9,2012,0,NA,NA,
201,1,12/8/14,8151,1050,1,0,0,0,a,a,2640,12,2005,1,31,2013,"Feb,May,Aug,Nov"
587,6,2/21/15,6246,670,1,0,0,0,a,a,2640,NA,NA,0,NA,NA,
1077,1,8/26/13,11938,1371,1,1,0,0,c,c,2640,4,2011,1,22,2012,"Mar,Jun,Sept,Dec"
512,3,8/28/13,5501,585,1,1,0,0,d,c,2640,9,2012,0,NA,NA,
769,7,2/10/13,0,0,0,0,0,0,d,c,2640,NA,NA,0,NA,NA,
82,5,2/27/15,4878,542,1,0,0,0,d,c,2640,9,2012,0,NA,NA,
423,1,8/11/14,7172,812,1,0,0,1,a,a,2640,NA,NA,0,NA,NA,
666,3,3/20/13,5902,518,1,1,0,0,d,c,2640,9,2012,0,NA,NA,
341,4,8/14/14,3815,424,1,0,0,1,a,a,2640,11,2002,0,NA,NA,
1057,7,7/5/15,0,0,0,0,0,0,a,a,2640,NA,NA,0,NA,NA,
748,1,5/6/13,4171,468,1,0,0,0,d,c,2640,9,2012,0,NA,NA,
447,7,6/16/13,0,0,0,0,0,0,d,c,2640,9,2012,0,NA,NA,
665,4,6/18/15,10281,1187,1,1,0,0,c,c,2640,4,2011,1,22,2012,"Mar,Jun,Sept,Dec"
811,7,11/10/13,0,0,0,0,0,0,d,c,2640,NA,NA,0,NA,NA,
817,2,10/8/13,10500,1132,1,1,0,0,a,a,2640,NA,NA,0,NA,NA,
601,5,12/5/14,11542,1398,1,1,0,0,a,a,2640,12,2005,1,31,2013,"Feb,May,Aug,Nov"
93,3,2/11/15,4937,681,1,0,0,0,a,a,2640,12,2005,1,31,2013,"Feb,May,Aug,Nov"
861,1,1/21/13,7049,623,1,1,0,0,d,c,2640,NA,NA,0,NA,NA,
987,5,10/25/13,3929,463,1,1,0,1,a,a,2640,11,2002,0,NA,NA,
767,2,12/24/13,2953,308,1,0,0,1,a,a,2640,11,2002,0,NA,NA,
665,1,9/1/14,12722,1505,1,1,0,0,c,c,2640,4,2011,1,22,2012,"Mar,Jun,Sept,Dec"
388,1,2/17/14,7079,652,1,1,0,0,a,a,2640,11,2002,0,NA,NA,
675,2,1/8/13,8357,1004,1,1,0,0,a,a,2640,12,2005,1,31,2013,"Feb,May,Aug,Nov"
434,1,2/2/15,13108,1413,1,1,0,0,c,c,2640,4,2011,1,22,2012,"Mar,Jun,Sept,Dec"
1101,6,7/11/15,9992,1130,1,0,0,0,a,c,2630,9,2012,0,NA,NA,
120,4,3/27/14,9671,1129,1,0,0,0,a,c,2630,9,2012,0,NA,NA,
334,5,7/3/15,15588,1440,1,1,0,0,a,c,2630,9,2012,0,NA,NA,
1108,6,2/2/13,11901,1251,1,0,0,0,a,c,2630,9,2012,0,NA,NA,
809,5,6/14/13,10737,1231,1,0,0,0,a,c,2630,9,2012,0,NA,NA,
363,2,6/30/15,20304,1742,1,1,0,0,a,c,2630,9,2012,0,NA,NA,
1090,2,11/4/14,8922,850,1,1,0,0,d,c,2620,11,2002,0,NA,NA,
172,6,10/25/14,5261,591,1,0,0,0,d,c,2620,11,2002,0,NA,NA,
321,4,3/20/14,6464,689,1,1,0,0,d,c,2620,11,2002,0,NA,NA,
808,7,5/12/13,0,0,0,0,0,0,a,a,2620,NA,NA,1,45,2009,"Feb,May,Aug,Nov"
10,3,4/9/14,6683,657,1,0,0,0,d,c,2620,11,2002,0,NA,NA,
711,5,1/18/13,4614,625,1,0,0,0,a,a,2620,NA,NA,1,45,2009,"Feb,May,Aug,Nov"
310,6,8/31/13,5916,701,1,0,0,0,d,c,2620,11,2002,0,NA,NA,
695,1,6/17/13,10373,962,1,1,0,0,d,c,2620,11,2002,0,NA,NA,
1103,4,5/30/13,0,0,0,1,a,1,d,a,2610,7,2006,1,14,2011,"Jan,Apr,Jul,Oct"
1000,7,6/23/13,0,0,0,0,0,0,d,a,2610,7,2006,1,14,2011,"Jan,Apr,Jul,Oct"
566,1,9/30/13,6305,555,1,0,0,0,d,a,2610,7,2006,1,14,2011,"Jan,Apr,Jul,Oct"
412,1,12/30/13,7551,662,1,0,0,1,d,a,2610,7,2006,1,14,2011,"Jan,Apr,Jul,Oct"
367,4,7/25/13,4901,475,1,0,0,0,d,a,2610,7,2006,1,14,2011,"Jan,Apr,Jul,Oct"
240,1,10/7/13,7946,629,1,1,0,0,d,a,2610,7,2006,1,14,2011,"Jan,Apr,Jul,Oct"
776,3,2/25/15,5223,677,1,0,0,0,d,a,2590,9,2012,0,NA,NA,
254,3,11/6/13,6644,651,1,1,0,0,d,a,2590,NA,NA,1,13,2010,"Jan,Apr,Jul,Oct"
782,3,12/17/14,8814,905,1,1,0,0,d,a,2590,9,2012,0,NA,NA,
1114,6,6/28/14,1981,233,1,0,0,0,d,a,2590,NA,NA,1,13,2010,"Jan,Apr,Jul,Oct"
415,2,11/26/13,4686,562,1,0,0,0,d,a,2590,NA,NA,1,13,2010,"Jan,Apr,Jul,Oct"
922,2,10/8/13,7228,750,1,1,0,0,d,a,2590,NA,NA,1,13,2010,"Jan,Apr,Jul,Oct"
1012,2,3/11/14,6176,793,1,0,0,0,d,a,2590,9,2012,0,NA,NA,
85,7,12/21/14,0,0,0,0,0,0,d,a,2590,9,2012,0,NA,NA,
698,1,4/21/14,0,0,0,0,b,1,d,a,2590,9,2012,0,NA,NA,
24,7,5/4/14,0,0,0,0,0,0,d,a,2590,NA,NA,1,13,2010,"Jan,Apr,Jul,Oct"
600,6,12/21/13,3511,391,1,0,0,0,d,a,2590,NA,NA,1,13,2010,"Jan,Apr,Jul,Oct"
257,5,6/14/13,4495,582,1,0,0,0,d,a,2590,NA,NA,1,13,2010,"Jan,Apr,Jul,Oct"
236,2,8/20/13,6247,815,1,0,0,1,c,a,2550,10,2005,0,NA,NA,
919,2,2/10/15,5297,641,1,0,0,1,c,a,2550,10,2005,0,NA,NA,
784,7,11/16/14,0,0,0,0,0,0,c,a,2550,10,2005,0,NA,NA,
762,3,9/10/14,4973,604,1,0,0,0,d,a,2530,NA,NA,0,NA,NA,
375,7,10/19/14,0,0,0,0,0,0,d,a,2530,NA,NA,0,NA,NA,
264,4,1/15/15,6227,711,1,1,0,0,d,a,2530,NA,NA,0,NA,NA,
966,5,6/6/14,7028,777,1,1,0,0,d,a,2530,NA,NA,0,NA,NA,
550,2,1/7/14,7150,717,1,1,0,1,d,a,2530,NA,NA,0,NA,NA,
1105,6,10/5/13,6625,777,1,0,0,0,d,a,2530,NA,NA,0,NA,NA,
255,2,8/20/13,3418,446,1,0,0,0,c,c,2510,8,2009,1,1,2012,"Jan,Apr,Jul,Oct"
998,2,7/16/13,5450,586,1,1,0,1,c,c,2510,8,2009,1,1,2012,"Jan,Apr,Jul,Oct"
1064,2,7/7/15,3881,433,1,0,0,0,c,c,2510,8,2009,1,1,2012,"Jan,Apr,Jul,Oct"
627,1,4/29/13,6915,658,1,1,0,0,c,c,2510,8,2009,1,1,2012,"Jan,Apr,Jul,Oct"
584,3,5/27/15,4331,475,1,0,0,0,c,c,2510,8,2009,1,1,2012,"Jan,Apr,Jul,Oct"
210,5,6/26/15,5426,343,1,0,0,0,d,c,2490,11,2012,1,31,2009,"Jan,Apr,Jul,Oct"
903,5,4/25/14,4795,622,1,0,0,1,a,a,2480,7,1990,0,NA,NA,
456,6,4/25/15,3010,405,1,0,0,0,a,a,2480,7,1990,0,NA,NA,
928,3,10/22/14,5654,686,1,1,0,0,a,a,2480,7,1990,0,NA,NA,
500,1,2/9/15,4733,508,1,0,0,0,c,c,2470,2,2005,1,31,2013,"Mar,Jun,Sept,Dec"
154,3,1/22/14,5255,493,1,1,0,0,c,c,2470,2,2005,1,31,2013,"Mar,Jun,Sept,Dec"
763,7,4/21/13,0,0,0,0,0,0,c,c,2470,2,2005,1,31,2013,"Mar,Jun,Sept,Dec"
880,3,7/29/15,6112,513,1,1,0,1,c,c,2470,2,2005,1,31,2013,"Mar,Jun,Sept,Dec"
863,2,3/4/14,8927,1031,1,1,0,1,a,a,2460,NA,NA,1,14,2011,"Jan,Apr,Jul,Oct"
1089,2,4/30/13,10056,1116,1,1,0,0,c,a,2460,1,2012,0,NA,NA,
929,7,5/3/15,0,0,0,0,0,0,c,a,2460,1,2012,0,NA,NA,
715,5,4/18/14,0,0,0,1,b,1,a,a,2460,NA,NA,1,14,2011,"Jan,Apr,Jul,Oct"
1062,5,6/21/13,10708,1383,1,1,0,0,a,a,2460,NA,NA,1,14,2011,"Jan,Apr,Jul,Oct"
814,3,10/23/13,5445,448,1,1,0,1,a,a,2460,4,2009,1,13,2010,"Jan,Apr,Jul,Oct"
477,6,11/30/13,6804,533,1,0,0,0,a,a,2460,4,2009,1,13,2010,"Jan,Apr,Jul,Oct"
323,5,2/20/15,6802,536,1,1,0,0,a,a,2460,4,2009,1,13,2010,"Jan,Apr,Jul,Oct"
921,5,1/16/15,9902,1222,1,1,0,0,a,a,2460,NA,NA,1,14,2011,"Jan,Apr,Jul,Oct"
132,1,9/23/13,8052,865,1,1,0,0,d,c,2440,NA,NA,1,22,2012,"Mar,Jun,Sept,Dec"
104,4,10/10/13,7039,744,1,1,0,1,d,c,2440,NA,NA,1,22,2012,"Mar,Jun,Sept,Dec"
969,2,1/22/13,6885,712,1,1,0,0,d,c,2440,NA,NA,1,22,2012,"Mar,Jun,Sept,Dec"
933,1,11/24/14,10082,914,1,1,0,0,d,c,2440,NA,NA,1,22,2012,"Mar,Jun,Sept,Dec"
1058,1,6/3/13,11815,937,1,1,0,0,a,a,2410,NA,NA,1,40,2014,"Jan,Apr,Jul,Oct"
534,3,4/16/14,6076,521,1,1,0,1,a,a,2410,NA,NA,0,NA,NA,
1100,4,4/23/15,8482,745,1,0,0,0,a,a,2410,NA,NA,1,40,2014,"Jan,Apr,Jul,Oct"
238,7,4/7/13,0,0,0,0,0,0,a,a,2410,NA,NA,0,NA,NA,
488,3,11/13/13,3920,458,1,0,0,0,c,a,2410,NA,NA,1,45,2009,"Feb,May,Aug,Nov"
130,1,12/15/14,7576,619,1,1,0,0,a,a,2410,NA,NA,0,NA,NA,
178,7,5/3/15,0,0,0,0,0,0,c,a,2410,NA,NA,1,45,2009,"Feb,May,Aug,Nov"
242,6,10/26/13,4441,557,1,0,0,0,c,a,2410,NA,NA,1,45,2009,"Feb,May,Aug,Nov"
611,3,1/8/14,8365,909,1,1,0,0,c,a,2410,NA,NA,1,35,2011,"Jan,Apr,Jul,Oct"
771,1,2/2/15,6008,577,1,1,0,0,c,a,2410,NA,NA,1,35,2011,"Jan,Apr,Jul,Oct"
190,1,5/20/13,0,0,0,0,a,0,c,a,2410,NA,NA,1,45,2009,"Feb,May,Aug,Nov"
1041,7,9/29/13,0,0,0,0,0,0,c,a,2410,NA,NA,1,45,2009,"Feb,May,Aug,Nov"
950,4,10/24/13,9605,835,1,1,0,0,a,a,2410,NA,NA,1,40,2014,"Jan,Apr,Jul,Oct"
1,1,11/18/13,5699,491,1,1,0,0,a,a,2410,NA,NA,0,NA,NA,
709,3,4/30/14,9385,818,1,1,0,0,c,a,2410,NA,NA,1,45,2009,"Feb,May,Aug,Nov"
52,4,1/1/15,0,0,0,0,a,1,a,a,2410,NA,NA,0,NA,NA,
352,4,6/20/13,4837,424,1,1,0,0,a,a,2410,NA,NA,0,NA,NA,
576,4,11/28/13,6310,748,1,0,0,0,c,a,2410,NA,NA,1,35,2011,"Jan,Apr,Jul,Oct"
209,1,6/8/15,9770,1138,1,0,0,0,a,a,2390,9,2012,0,NA,NA,
456,2,9/10/13,10434,1166,1,1,0,0,a,a,2390,9,2012,0,NA,NA,
706,1,9/23/13,10754,1166,1,1,0,0,a,a,2390,9,2012,0,NA,NA,
225,4,6/13/13,4785,582,1,0,0,0,a,a,2380,7,2004,1,40,2014,"Jan,Apr,Jul,Oct"
860,7,12/29/13,0,0,0,0,0,0,a,a,2380,7,2004,1,40,2014,"Jan,Apr,Jul,Oct"
1115,7,6/29/14,0,0,0,0,0,0,d,a,2380,3,2010,1,14,2011,"Jan,Apr,Jul,Oct"
459,3,5/7/14,4071,337,1,1,0,0,d,a,2380,3,2013,1,40,2014,"Jan,Apr,Jul,Oct"
738,2,9/24/13,4053,335,1,1,0,0,d,a,2380,3,2013,1,40,2014,"Jan,Apr,Jul,Oct"
118,4,6/18/15,7260,550,1,1,0,0,d,a,2380,3,2010,1,14,2011,"Jan,Apr,Jul,Oct"
469,6,2/22/14,4822,437,1,0,0,0,d,a,2380,3,2010,1,14,2011,"Jan,Apr,Jul,Oct"
793,7,2/24/13,0,0,0,0,0,0,a,a,2380,7,2004,1,40,2014,"Jan,Apr,Jul,Oct"
590,2,8/6/13,3412,286,1,0,0,1,d,a,2380,3,2013,1,40,2014,"Jan,Apr,Jul,Oct"
253,3,4/15/15,6358,653,1,1,0,0,a,a,2380,7,2004,1,40,2014,"Jan,Apr,Jul,Oct"
993,5,8/30/13,7084,649,1,1,0,1,a,a,2370,NA,NA,0,NA,NA,
454,2,4/16/13,5393,465,1,0,0,0,a,a,2370,3,2011,1,40,2014,"Jan,Apr,Jul,Oct"
753,2,5/26/15,7589,578,1,0,0,1,a,a,2370,3,2011,1,40,2014,"Jan,Apr,Jul,Oct"
363,6,1/24/15,7668,614,1,0,0,0,a,a,2370,3,2011,1,40,2014,"Jan,Apr,Jul,Oct"
228,4,1/24/13,5956,539,1,1,0,0,a,a,2370,NA,NA,0,NA,NA,
894,6,8/16/14,3700,409,1,0,0,0,a,a,2370,NA,NA,0,NA,NA,
1095,4,4/2/15,9365,794,1,1,0,1,a,a,2370,NA,NA,0,NA,NA,
948,5,6/13/14,5999,577,1,0,0,0,a,a,2370,NA,NA,0,NA,NA,
682,3,4/2/14,6584,609,1,1,0,0,a,a,2370,NA,NA,0,NA,NA,
832,4,5/29/14,0,0,0,0,a,0,a,a,2370,NA,NA,0,NA,NA,
920,7,6/14/15,0,0,0,0,0,0,a,a,2370,3,2011,1,40,2014,"Jan,Apr,Jul,Oct"
616,5,1/18/13,5041,530,1,0,0,0,a,a,2370,NA,NA,0,NA,NA,
65,7,7/7/13,0,0,0,0,0,0,a,a,2370,NA,NA,0,NA,NA,
124,6,6/29/13,4098,393,1,0,0,0,a,a,2370,NA,NA,0,NA,NA,
27,4,10/10/13,7460,851,1,1,0,0,d,a,2340,5,2009,1,40,2014,"Jan,Apr,Jul,Oct"
262,2,6/24/14,7104,854,1,0,0,0,d,a,2340,5,2009,1,40,2014,"Jan,Apr,Jul,Oct"
682,1,5/25/15,0,0,0,0,a,0,d,a,2340,5,2009,1,40,2014,"Jan,Apr,Jul,Oct"
