id,amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,recorded_by,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group
35747,0,7/30/11,Hesawa,0,HESAWA,30.63321894,-2.47491296,Gati No 9,0,Lake Victoria,Msumba,Kagera,18,30,Ngara,Ntobeye,0,True,GeoData Consultants Ltd,VWC,Muruseno spring source,False,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
290,0,3/19/11,Government Of Tanzania,0,Gover,36.37277297,-6.71810935,Kwaneto,0,Wami / Ruvu,Ikongola Juu,Dodoma,1,1,Mpwapwa,Kibakwe,0,True,GeoData Consultants Ltd,VWC,Kiba,True,0,other,other,other,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,spring,spring,groundwater,other,other
30443,1000,2/3/13,Mission,1023,DWE,35.27291405,-10.5179402,Kwa Otomani,0,Ruvuma / Southern Coast,Mbuni,Ruvuma,10,2,Songea Rural,Kilagano,0,True,GeoData Consultants Ltd,VWC,Mradi wa maji wa kilagano,True,2011,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
47479,0,1/27/13,Government Of Tanzania,326,Region water Department,38.61949956,-10.20439532,Kwa Mama Rashid,0,Ruvuma / Southern Coast,Mtawala,Lindi,8,3,Nachingwea,Mnero Ngongo,200,True,GeoData Consultants Ltd,VWC,Mnerongongo,False,1972,other,other,other,vwc,user-group,never pay,never pay,unknown,unknown,dry,dry,hand dtw,borehole,groundwater,communal standpipe multiple,communal standpipe
42981,0,10/18/12,Rwssp,0,RWSSP,33.1971416,-3.87745339,Kwa Kafulo,0,Internal,Jomu,Shinyanga,17,3,Shinyanga Rural,Tinde,0,True,GeoData Consultants Ltd,WUG,,True,0,swn 80,swn 80,handpump,wug,user-group,never pay,never pay,soft,good,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump
44211,500,7/16/11,Government Of Tanzania,1779,DWE,31.52037479,-8.17732626,Musa Mloezi,0,Lake Tanganyika,Malangilisho,Rukwa,15,2,Sumbawanga Rural,Msanzi,50,True,GeoData Consultants Ltd,VWC,Msanzi Water Supply Sc,True,1972,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
73683,0,4/13/11,,0,,33.84427658,-9.23308818,Kyusi,0,Lake Nyasa,Lupaso,Mbeya,12,4,Rungwe,Lwangwa,0,True,GeoData Consultants Ltd,VWC,D,,0,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
33252,0,4/11/11,Government Of Tanzania,0,Government,32.81781964,-7.73927564,Juma Kipande,0,Lake Rukwa,Ngwala Kati,Mbeya,12,1,Chunya,Ngwala,0,True,GeoData Consultants Ltd,VWC,,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
42535,20,2/18/13,Muwsa,811,MUWSA,37.3737989,-3.33909074,Mazingira,0,Pangani,Msaranga Street,Kilimanjaro,3,6,Moshi Urban,Msaranga,26,True,GeoData Consultants Ltd,Water authority,Shirimatunda water Supply,True,2012,gravity,gravity,gravity,water authority,commercial,pay per bucket,per bucket,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe multiple,communal standpipe
9927,0,4/12/11,Rc Church,0,RC Church,33.66826776,-8.99530829,Zahanati,0,Lake Nyasa,Nzumba,Mbeya,12,2,Mbeya Rural,Ulenje,0,False,GeoData Consultants Ltd,VWC,,False,0,gravity,gravity,gravity,wug,user-group,pay when scheme fails,on failure,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
35506,0,3/21/13,Peter Tesha,1638,DWE,37.38677013,-3.24805829,Kwa Liberati Tesha,0,Pangani,Kowere,Kilimanjaro,3,4,Moshi Rural,Uru Shimbwe,50,True,GeoData Consultants Ltd,VWC,Uru shimbwe,True,2000,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
62800,0,2/2/13,Dwsp,0,DWE,0,-2.00E-08,Mtu Ni Afya,0,Lake Victoria,Ng'Oa,Shinyanga,17,1,Bariadi,Sakwe,0,,GeoData Consultants Ltd,WUG,,False,0,swn 80,swn 80,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
27390,0,1/24/13,Gain,-14,Gain,39.61099014,-10.02833914,Kwa Simon Mlope,0,Ruvuma / Southern Coast,Ccm,Lindi,80,62,Lindi Rural,Ng'apa,50,True,GeoData Consultants Ltd,,,True,2012,india mark ii,india mark ii,handpump,vwc,user-group,unknown,unknown,salty,salty,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump
58887,0,7/28/11,,0,,33.48768372,-9.10732506,Shule Ya Msingi Igembe,0,Lake Nyasa,Katumba,Mbeya,12,4,Rungwe,Kinyala,0,False,GeoData Consultants Ltd,Parastatal,,,0,gravity,gravity,gravity,parastatal,parastatal,never pay,never pay,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe
29250,0,8/4/11,Swedish,0,Sengerema Water Department,32.22656904,-2.49491,Kwa Matonange,0,Lake Victoria,Iseni Magharibi,Mwanza,19,5,Sengerema,Nyehunge,0,True,GeoData Consultants Ltd,VWC,HESAWA,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump
49111,0,3/11/11,Danida,744,Danid,35.47614355,-7.45916887,none,0,Rufiji,Magozi,Iringa,11,1,Iringa Rural,Ilolo Mpya,1,True,GeoData Consultants Ltd,VWC,Ilolo,True,1984,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
30339,20,4/17/11,Dh,0,DH,37.3945927,-6.45207163,Kwa Musa,0,Wami / Ruvu,Tuatugawe,Morogoro,5,1,Kilosa,Magole,280,True,GeoData Consultants Ltd,VWC,Ma,True,1984,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
23479,20,2/7/13,Finida German Tanzania Govt,446,Finwater,39.33587914,-10.65527352,Sokoni,0,Ruvuma / Southern Coast,Hospitali,Mtwara,90,33,Newala,Kitangari,400,True,GeoData Consultants Ltd,VWC,Mitema,False,1988,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
67661,200,2/22/11,Bank,2554,Commu,34.01153426,-9.1261551,none,0,Lake Nyasa,Igawa,Iringa,11,3,Makete,Kitulo,0,True,GeoData Consultants Ltd,VWC,Nkenja,False,2008,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
11870,0,3/18/11,World Bank,0,Gover,36.39732572,-6.73175694,Shuleni,0,Wami / Ruvu,Chidumule,Dodoma,1,1,Mpwapwa,Kibakwe,0,True,GeoData Consultants Ltd,VWC,Cham,True,0,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
71655,0,4/5/11,Water,0,Commu,35.80975567,-5.96344217,Kwa Michael Mazoya,0,Wami / Ruvu,Majengo,Dodoma,1,5,Dodoma Urban,Makutopora,0,True,GeoData Consultants Ltd,VWC,Mche,False,0,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe
61364,0,12/21/12,Government Of Tanzania,0,RWE,0,-2.00E-08,Center,0,Lake Victoria,Kati,Mwanza,19,2,Magu,Malili,0,True,GeoData Consultants Ltd,VWC,Ngasamo Water Supply,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,lake,river/lake,surface,communal standpipe multiple,communal standpipe
43511,0,7/18/11,Hesawa,0,DWE,33.28267537,-2.52118985,Kwa Madaso,0,Lake Victoria,Nyangela,Mwanza,19,2,Magu,Kitongo Sima,0,True,GeoData Consultants Ltd,VWC,,True,0,other,other,other,vwc,user-group,never pay,never pay,salty,salty,enough,enough,shallow well,shallow well,groundwater,other,other
12634,200,3/28/11,World Bank,411,World,37.81422538,-6.83278674,Kwa Mkasi,0,Wami / Ruvu,Temekelo,Morogoro,5,2,Morogoro Rural,Kiroka,80,True,GeoData Consultants Ltd,VWC,Kiro,True,2004,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
70855,0,7/23/11,Hesawa,0,DWE,30.85489538,-1.5688889,Ahakikona,0,Lake Victoria,Chanyangabwa B,Kagera,18,1,Karagwe,Nkwenda,0,True,GeoData Consultants Ltd,WUG,Chanyangabwa wate,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe
66805,0,11/6/12,Dasip,0,DASIP,33.35867463,-3.72913319,Kwa Magret Kashinje,0,Internal,Ng'Honde,Shinyanga,17,3,Shinyanga Rural,Mwamala,0,True,GeoData Consultants Ltd,VWC,,True,0,afridev,afridev,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump
57940,5000,3/8/13,District Council,915,District Council,37.59642177,-3.70507822,Kwa Yasin Ramadhani,0,Pangani,Mighareni,Kilimanjaro,3,2,Mwanga,Lembeni,60,True,GeoData Consultants Ltd,Water Board,Chang'ombe water supply,False,2013,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe
39231,0,7/20/11,Adb,1181,DWE,33.14167334,-2.14658974,School,0,Lake Victoria,Ccm,Mwanza,19,1,Ukerewe,Ngoma,800,True,GeoData Consultants Ltd,,,True,2007,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump
33953,0,7/20/11,Danida,0,Central government,33.7359847,-9.56409793,Kwa Awadi Kamwela,0,Lake Nyasa,Juu,Mbeya,12,3,Kyela,Ngana,0,True,GeoData Consultants Ltd,Water authority,Ngana water supplied scheme,True,0,gravity,gravity,gravity,water authority,commercial,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
14283,30,1/22/13,Sabodo,34,Sabodo,39.49338363,-10.21476294,Ofisini,0,Ruvuma / Southern Coast,Ccm,Lindi,80,23,Lindi Rural,Mtua,345,True,GeoData Consultants Ltd,VWC,Sabodo Borehole Scheme,False,2010,india mark ii,india mark ii,handpump,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump
3661,0,2/26/11,Tanroad,384,TANROAD,37.42549107,-6.32732519,Ofisi Yakijiji,0,Wami / Ruvu,Shuleni,Morogoro,5,6,Mvomero,Mvomero,1,True,GeoData Consultants Ltd,VWC,,True,1992,other,other,other,vwc,user-group,never pay,never pay,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,other,other
59486,0,3/14/11,African,339,Kuwait,37.60718507,-6.14042104,Kwa Mama Mganga,0,Wami / Ruvu,Mvuleni,Morogoro,5,6,Mvomero,Diongoya,130,True,GeoData Consultants Ltd,VWC,,True,2005,other,other,other,vwc,user-group,never pay,never pay,salty,salty,enough,enough,shallow well,shallow well,groundwater,other,other
1118,0,1/7/13,Tabora Municipal Council,0,DWE,32.80730511,-5.02174881,Kwa Hakimu,0,Lake Tanganyika,Madrasa,Tabora,14,6,Tabora Urban,Kanyenye,0,False,GeoData Consultants Ltd,Other,,True,0,india mark ii,india mark ii,handpump,other,other,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
41868,1000,3/24/11,Kkkt,1905,Commu,34.07907104,-9.36349104,none,0,Lake Nyasa,Unyambipw,Iringa,11,3,Makete,Bulongwa,0,True,GeoData Consultants Ltd,VWC,Unenam,False,2003,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
8361,20,2/21/13,World Vision,880,World vision,37.05480177,-3.50271394,Kwa Chachai,0,Pangani,Naepo,Manyara,21,4,Simanjiro,Mererani,200,True,GeoData Consultants Ltd,VWC,Naisinyia pipe scheme,True,2004,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
61546,500,2/3/13,Danida,459,DANIDA,37.45595132,-11.20874212,Kwa Mzee Juma,0,Ruvuma / Southern Coast,Nguvukazi,Ruvuma,10,1,Tunduru,Namasakata,1,True,GeoData Consultants Ltd,VWC,Amani Water Supply,False,1986,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
63939,0,3/3/13,Government Of Tanzania,1124,RWE,36.93113645,-3.37935806,Onesmo,0,Pangani,Mjini,Arusha,2,7,Meru,Kikatiti,120,True,GeoData Consultants Ltd,VWC,Tuvaila gravity water supply,True,1995,gravity,gravity,gravity,wug,user-group,unknown,unknown,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe
58463,0,3/12/11,Government Of Tanzania,196,DWE,38.76557538,-5.14719268,Magazini,0,Pangani,Magazini,Tanga,4,3,Muheza,Magila,1600,True,GeoData Consultants Ltd,VWC,Amani spring,False,1962,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe multiple,communal standpipe
19785,50,3/18/11,Private Individual,-23,Pr,38.89398495,-6.44031761,Mwajuma Dali,0,Wami / Ruvu,Nia Njema A,Pwani,6,1,Bagamoyo,Magomeni,60,False,GeoData Consultants Ltd,Private operator,,False,2011,submersible,submersible,submersible,private operator,commercial,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,other,other
15375,0,1/29/13,Finw,125,FinW,39.86207069,-10.83930946,Ngongo,0,Ruvuma / Southern Coast,Ngongo,Mtwara,9,4,Tandahimba,Michenjele,350,True,GeoData Consultants Ltd,Water Board,Borehole,True,1982,submersible,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,dry,dry,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe
27958,0,2/8/13,Government Of Tanzania,0,Government,33.52467206,-3.13584406,Gati La Matandani,0,Lake Victoria,Oilmill,Shinyanga,17,2,Maswa,Malampaka,0,True,GeoData Consultants Ltd,WUG,Malampaka Piped water Scheme,False,0,gravity,gravity,gravity,wug,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe
5452,0,1/17/13,Wateraid,1515,WATER AID,34.74502032,-4.77106127,Muungano,0,Internal,Mkaratusi,Singida,13,4,Singida Urban,Mandewa,1,True,GeoData Consultants Ltd,WUG,,True,2005,mono,mono,motorpump,wug,user-group,never pay,never pay,soft,good,dry,dry,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe
54799,500,7/4/11,Unicef,1678,DWE,34.61489785,-9.09679339,Kwa Rubenim Yuguye,0,Rufiji,Mapila,Iringa,11,4,Njombe,Mdandu,75,True,GeoData Consultants Ltd,WUA,wanging'ombe water supply s,True,1978,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,seasonal,seasonal,river,river/lake,surface,communal standpipe,communal standpipe
23044,0,3/15/11,Water,0,DWE,35.8394498,-4.73061402,Chambuzi,0,Internal,Chambuzi,Dodoma,1,1,Kondoa,Kolo,0,True,GeoData Consultants Ltd,VWC,Kolo,False,0,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
2443,0,10/17/12,Dwsp,0,DWSP,33.15142959,-3.87683805,Kwa Luguma Ng'Wandu,0,Internal,Kisungwani,Shinyanga,17,3,Shinyanga Rural,Tinde,0,True,GeoData Consultants Ltd,WUG,,True,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump
45911,25,8/3/13,Ces(gmbh),704,DWE,37.43933687,-3.43899593,Kwa Mariam Oko,0,Pangani,Madukani,Kilimanjaro,3,4,Moshi Rural,Kahe,180,True,GeoData Consultants Ltd,Water Board,Kirua kahe pumping water trust,True,2008,submersible,submersible,submersible,water board,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
42928,2000,11/3/13,Oikos E.Afrika,1467,Community,36.84635102,-3.14360035,Zephania,0,Internal,Iyani,Arusha,2,7,Meru,Ngarenanyuki,126,True,GeoData Consultants Ltd,VWC,Iyani gravity water supply,True,2009,submersible,submersible,submersible,wug,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
35874,1000,2/22/11,Danida,1869,DWE,35.51162489,-8.3389901,none,0,Rufiji,N,Iringa,11,2,Mufindi,Ihalimba,0,True,GeoData Consultants Ltd,VWC,,True,0,swn 80,swn 80,handpump,vwc,user-group,pay annually,annually,soft,good,enough,enough,hand dtw,borehole,groundwater,hand pump,hand pump
102,0,1/20/13,Tcrs,1294,TCRS,30.38643948,-5.57267411,Plot 45,0,Lake Tanganyika,Barabara 1,Rukwa,15,1,Mpanda,Mishamo,145,True,GeoData Consultants Ltd,Water authority,,True,1985,other,other,other,water authority,commercial,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump
33191,500,12/3/11,Adb,1722,DWE,34.77823438,-8.97895508,Kwa Josefati Mlimbila,0,Rufiji,Mjimwema,Iringa,11,4,Njombe,Mtwango,35,True,GeoData Consultants Ltd,VWC,Mawande gravity Scheme,False,2008,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
55061,0,10/18/12,Netherlands,0,DWE,34.11466331,-3.10505034,Masenya,0,Lake Victoria,Shagihilu,Shinyanga,17,2,Maswa,Mpindo,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
46448,0,1/22/13,Cdtf,387,CDTF,37.95888312,-9.66549383,Shuleni,0,Ruvuma / Southern Coast,Kiumbeni,Lindi,80,43,Liwale,Mbaya,350,,GeoData Consultants Ltd,VWC,Mradi wa maji ya bomba mbaya,True,1978,ksb,submersible,submersible,vwc,user-group,unknown,unknown,soft,good,dry,dry,river,river/lake,surface,communal standpipe multiple,communal standpipe
65843,0,2/7/13,Danida,1266,TCRS,30.48931283,-3.62819727,Lugomelo,0,Lake Tanganyika,Nyerere,Kigoma,16,1,Kibondo,Kazazi,1500,True,GeoData Consultants Ltd,VWC,,False,2006,nira/tanira,nira/tanira,handpump,vwc,user-group,unknown,unknown,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump
24361,0,3/15/11,Bsf,0,Gove,35.43908417,-5.90207321,Ivani,0,Internal,Nyerer,Dodoma,1,6,Bahi,Ibihwa,0,True,GeoData Consultants Ltd,VWC,,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
64701,0,3/15/11,Mkinga Distric Coun,0,DWE,38.81864951,-4.80486874,Mwazagogo,32,Pangani,Tewe,Tanga,4,8,Mkinga,Maramba,50,True,GeoData Consultants Ltd,VWC,Magati gravity water,True,2007,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,other,other,unknown,communal standpipe,communal standpipe
52627,0,1/8/11,Kkkt_makwale,0,KKKT _ Konde and DWE,34.00631,-9.45334153,Kwa Anyingisye Mwasambog,0,Lake Nyasa,Kilanga,Mbeya,12,3,Kyela,Matema,0,True,GeoData Consultants Ltd,VWC,Makwale water supplied sche,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
6025,2500,2/13/13,Danida,421,DANIDA,37.06849195,-11.4016728,Kwa Issa Ally,0,Ruvuma / Southern Coast,Rahaleo,Ruvuma,10,1,Tunduru,Mbesa,1,True,GeoData Consultants Ltd,VWC,,False,2000,swn 80,swn 80,handpump,vwc,user-group,pay annually,annually,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump
14192,0,2/10/13,Urt,0,CCEC,32.60059149,-3.82081314,Majengo,0,Lake Victoria,Majengo,Shinyanga,17,3,Kahama,Kahama Urban,0,True,GeoData Consultants Ltd,WUA,Lake Victoria pipe scheme,True,0,ksb,submersible,submersible,wua,user-group,pay per bucket,per bucket,soft,good,enough,enough,lake,river/lake,surface,other,other
9844,0,3/4/13,Government Of Tanzania,899,Government,37.58119519,-3.37377166,Kwa Hussein,0,Pangani,Riata,Kilimanjaro,3,4,Moshi Rural,Mwika Kusini,1,True,GeoData Consultants Ltd,WUA,Mtiro  pipeline,True,1983,gravity,gravity,gravity,wua,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,other,other
43072,0,7/17/11,Hesawa,0,DWE,30.94427018,-1.81314989,Kandesho,0,Lake Victoria,Kandesho,Kagera,18,1,Karagwe,Nyakakika,0,True,GeoData Consultants Ltd,,,True,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other
64874,0,7/28/11,Danida,0,Central government,33.90386886,-9.43120256,Rc Church,0,Lake Nyasa,Mpunguti,Mbeya,12,3,Kyela,Ipinda,0,True,GeoData Consultants Ltd,VWC,Ngamanga water supply schem,True,0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe
9745,0,11/14/12,Rwssp,0,WEDECO,34.3651156,-2.99558266,Buchosa,0,Lake Victoria,Nkindwabiye,Shinyanga,17,6,Meatu,Lingeka,0,True,GeoData Consultants Ltd,WUG,None,True,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
63605,0,4/15/11,,0,,33.80360676,-8.7310976,Kwa Mzee Simwaba,0,Rufiji,Kajunjumele,Mbeya,12,7,Mbarali,Utengule Usangu,0,True,GeoData Consultants Ltd,WUA,,False,0,gravity,gravity,gravity,wua,user-group,never pay,never pay,soft,good,seasonal,seasonal,river,river/lake,surface,communal standpipe,communal standpipe
48944,30,2/27/11,Private Individual,250,Wa,38.38485394,-6.33469377,Abbas,0,Wami / Ruvu,Kibadagwe,Pwani,6,1,Bagamoyo,Msata,20,True,GeoData Consultants Ltd,WUA,Chalinze wate,True,2010,ksb,submersible,submersible,private operator,commercial,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
60863,0,7/8/11,Government Of Tanzania,0,DWE,31.43814762,-1.56026068,Kwa Kakuru,0,Lake Victoria,Mutojo,Kagera,18,2,Bukoba Rural,Izimbya,0,True,GeoData Consultants Ltd,VWC,,True,0,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
6618,50,2/1/13,Finw,247,DWE,39.62672348,-10.75726557,Kwa Fatuma,0,Ruvuma / Southern Coast,Tandahimba Kati,Mtwara,9,4,Tandahimba,Tandahimba,1,True,GeoData Consultants Ltd,Water Board,Borehole,True,2000,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
58465,1500,2/2/13,Tcrs,1161,TCRS,31.22322879,-6.20362621,Barabara 1,0,Lake Tanganyika,Kabulonge,Rukwa,15,1,Mpanda,Katumba,700,True,GeoData Consultants Ltd,VWC,,True,1990,india mark ii,india mark ii,handpump,vwc,user-group,pay when scheme fails,on failure,salty,salty,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump
49915,0,12/3/11,Hw/rc,2154,HW/RC,34.51731274,-9.30127653,Lustic Kachengula,0,Lake Nyasa,Ng'Ange,Iringa,11,4,Njombe,Igosi,50,True,GeoData Consultants Ltd,VWC,Igosi,True,1998,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
57543,0,2/21/11,Cdtf,1293,CDTF,34.63586721,-9.9777194,none,0,Lake Nyasa,Ulonge,Iringa,11,5,Ludewa,Luana,42,False,GeoData Consultants Ltd,VWC,Mgowel,False,1984,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
18953,0,10/5/12,Lake Tanganyika Basin,0,DWE,31.63733996,-3.36720659,Umoja Ni Nguvu,0,Lake Tanganyika,Kasozi A,Shinyanga,17,5,Bukombe,Runzewe,0,True,GeoData Consultants Ltd,WUG,,True,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
17674,200,1/18/13,Dwe,1243,DWE,30.32608806,-4.31227615,Ofisini,0,Lake Tanganyika,Nyabageni,Kigoma,16,2,Kasulu,Kitagata,500,True,GeoData Consultants Ltd,Water authority,Nyachenda,False,2003,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
40804,50,3/14/11,Private Individual,161,WU,38.34795669,-6.63497594,Mama Lusaka,0,Wami / Ruvu,Banzi,Pwani,6,1,Bagamoyo,Chalinze,25,False,GeoData Consultants Ltd,WUA,Chalinze wate,True,0,ksb,submersible,submersible,private operator,commercial,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
46099,0,11/2/12,Tdft,0,TDFT,32.7736362,-5.1128348,Kwa Mwamedy Nassoro,0,Lake Tanganyika,Isukamaela,Tabora,14,6,Tabora Urban,Itetemia,0,True,GeoData Consultants Ltd,VWC,,True,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,dry,dry,shallow well,shallow well,groundwater,other,other
67597,0,10/12/12,Rwssp,0,DWE,32.35119175,-4.0658685,Ishololo,0,Lake Tanganyika,Ngokolo Center,Shinyanga,17,3,Kahama,Kisuke,0,,GeoData Consultants Ltd,,,True,0,other,other,other,wug,user-group,unknown,unknown,milky,milky,enough,enough,shallow well,shallow well,groundwater,other,other
58480,0,6/4/11,Adb,1796,DWE,34.75607489,-9.0860746,Kwa Isheke Mhema,0,Rufiji,Nyamagana,Iringa,11,4,Njombe,Mdandu,55,True,GeoData Consultants Ltd,VWC,itulahumba water supply sch,True,2009,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
